user_id,demographic_segment,assigned_perk
521293,Adult Single Females,Exclusive Discounts
521295,Middle-Aged Family Females,No Cancellation Fee
521298,Middle-Aged Single Females,1 Night Free Hotel with Flight
521309,Senior Family Females,Free Checked Bag
521316,Middle-Aged Single Females,Exclusive Discounts
521331,Elderly Single Females,No Cancellation Fee
521335,Adult Single Females,Free Hotel Meal
521343,Middle-Aged Single Females,Free Checked Bag
521379,Elderly Single Females,1 Night Free Hotel with Flight
521392,Middle-Aged Single Females,Free Hotel Meal
521404,Middle-Aged Single Females,Free Hotel Meal
521408,Elderly Single Females,1 Night Free Hotel with Flight
521416,Senior Single Females,Free Checked Bag
521434,Senior Single Females,1 Night Free Hotel with Flight
521462,Elderly Family Females,1 Night Free Hotel with Flight
521474,Teenage Single Females,1 Night Free Hotel with Flight
521491,Adult Single Females,1 Night Free Hotel with Flight
521509,Senior Single Females,No Cancellation Fee
521510,Senior Single Females,Free Hotel Meal
521514,Adult Family Females,No Cancellation Fee
521587,Adult Single Females,No Cancellation Fee
521607,Middle-Aged Single Females,No Cancellation Fee
521609,Senior Family Males,No Cancellation Fee
521642,Elderly Single Females,Free Hotel Meal
521657,Adult Single Females,1 Night Free Hotel with Flight
521658,Senior Single Females,No Cancellation Fee
521663,Adult Single Males,No Cancellation Fee
521695,Middle-Aged Single Males,Free Hotel Meal
521708,Senior Single Females,Free Checked Bag
521719,Young Adult Single Females,No Cancellation Fee
521720,Middle-Aged Single Males,Free Checked Bag
521743,Middle-Aged Single Females,No Cancellation Fee
521748,Middle-Aged Single Males,Free Hotel Meal
521768,Senior Single Females,1 Night Free Hotel with Flight
521785,Young Adult Single Females,Free Hotel Meal
521814,Middle-Aged Family Females,Exclusive Discounts
521818,Teenage Single Females,1 Night Free Hotel with Flight
521859,Middle-Aged Single Males,No Cancellation Fee
521865,Middle-Aged Family Females,No Cancellation Fee
521883,Adult Single Females,Free Checked Bag
521884,Senior Family Females,1 Night Free Hotel with Flight
521885,Middle-Aged Family Males,Free Checked Bag
521904,Adult Family Females,No Cancellation Fee
521921,Senior Family Females,1 Night Free Hotel with Flight
521925,Middle-Aged Single Females,Free Hotel Meal
521941,Adult Family Females,Free Hotel Meal
521943,Senior Single Females,1 Night Free Hotel with Flight
521956,Adult Single Females,No Cancellation Fee
521963,Young Adult Single Males,Free Hotel Meal
521986,Senior Family Males,Free Hotel Meal
521992,Adult Family Females,1 Night Free Hotel with Flight
521997,Adult Single Females,Free Hotel Meal
522001,Elderly Single Females,No Cancellation Fee
522005,Senior Family Females,Free Hotel Meal
522062,Senior Single Females,1 Night Free Hotel with Flight
522086,Middle-Aged Family Females,Exclusive Discounts
522111,Young Adult Family Females,1 Night Free Hotel with Flight
522112,Middle-Aged Family Females,No Cancellation Fee
522115,Middle-Aged Family Males,Exclusive Discounts
522118,Senior Single Females,Free Checked Bag
522134,Teenage Family Females,No Cancellation Fee
522152,Adult Family Females,1 Night Free Hotel with Flight
522171,Middle-Aged Single Females,Free Checked Bag
522179,Middle-Aged Family Males,Free Checked Bag
522184,Young Adult Family Females,No Cancellation Fee
522201,Senior Single Females,Free Hotel Meal
522223,Senior Family Females,1 Night Free Hotel with Flight
522233,Middle-Aged Single Males,1 Night Free Hotel with Flight
522237,Adult Single Females,Free Hotel Meal
522263,Adult Single Females,No Cancellation Fee
522265,Middle-Aged Family Females,Exclusive Discounts
522276,Senior Single Females,1 Night Free Hotel with Flight
522286,Senior Single Females,Free Checked Bag
522315,Adult Single Females,No Cancellation Fee
522323,Senior Single Females,No Cancellation Fee
522364,Adult Single Females,Free Checked Bag
522373,Middle-Aged Family Females,1 Night Free Hotel with Flight
522375,Senior Single Females,1 Night Free Hotel with Flight
522387,Young Adult Single Females,Free Hotel Meal
522402,Middle-Aged Single Males,No Cancellation Fee
522420,Adult Single Females,1 Night Free Hotel with Flight
522426,Middle-Aged Family Males,No Cancellation Fee
522427,Young Adult Single Males,Free Hotel Meal
522438,Senior Family Males,1 Night Free Hotel with Flight
522441,Adult Single Males,Free Checked Bag
522445,Senior Single Females,1 Night Free Hotel with Flight
522457,Middle-Aged Family Females,1 Night Free Hotel with Flight
522465,Elderly Single Males,1 Night Free Hotel with Flight
522476,Senior Single Females,Free Checked Bag
522484,Senior Single Females,No Cancellation Fee
522513,Middle-Aged Single Females,Free Hotel Meal
522523,Adult Family Females,No Cancellation Fee
522532,Middle-Aged Single Females,Free Hotel Meal
522533,Young Adult Single Females,1 Night Free Hotel with Flight
522585,Middle-Aged Family Males,1 Night Free Hotel with Flight
522607,Middle-Aged Single Females,Free Hotel Meal
522624,Adult Single Females,Free Hotel Meal
522631,Adult Single Females,1 Night Free Hotel with Flight
522633,Middle-Aged Single Females,No Cancellation Fee
522634,Adult Single Females,1 Night Free Hotel with Flight
522639,Middle-Aged Single Females,No Cancellation Fee
522654,Middle-Aged Family Females,1 Night Free Hotel with Flight
522687,Middle-Aged Family Females,Free Checked Bag
522738,Middle-Aged Single Females,1 Night Free Hotel with Flight
522745,Senior Single Females,Free Hotel Meal
522748,Middle-Aged Single Females,Free Checked Bag
522761,Middle-Aged Single Males,Free Checked Bag
522788,Senior Single Females,Free Hotel Meal
522800,Adult Single Females,1 Night Free Hotel with Flight
522809,Senior Family Females,1 Night Free Hotel with Flight
522873,Adult Family Females,Free Checked Bag
522898,Middle-Aged Family Females,1 Night Free Hotel with Flight
522911,Middle-Aged Family Males,No Cancellation Fee
522927,Middle-Aged Single Females,1 Night Free Hotel with Flight
522937,Senior Single Females,Exclusive Discounts
522939,Middle-Aged Family Females,No Cancellation Fee
522943,Elderly Single Females,Free Hotel Meal
522944,Senior Single Females,1 Night Free Hotel with Flight
522970,Middle-Aged Single Females,Exclusive Discounts
522981,Middle-Aged Single Females,Exclusive Discounts
522999,Middle-Aged Single Females,1 Night Free Hotel with Flight
523030,Adult Single Females,No Cancellation Fee
523057,Elderly Single Females,No Cancellation Fee
523073,Middle-Aged Family Females,Free Hotel Meal
523077,Adult Single Females,1 Night Free Hotel with Flight
523090,Middle-Aged Family Females,Free Checked Bag
523098,Middle-Aged Single Males,No Cancellation Fee
523146,Senior Family Females,Exclusive Discounts
523158,Middle-Aged Family Females,Free Checked Bag
523209,Senior Family Females,Exclusive Discounts
523228,Adult Single Females,1 Night Free Hotel with Flight
523231,Middle-Aged Single Females,No Cancellation Fee
523256,Middle-Aged Single Females,Free Hotel Meal
523271,Middle-Aged Single Females,1 Night Free Hotel with Flight
523273,Senior Single Females,Free Hotel Meal
523290,Adult Single Females,Free Hotel Meal
523299,Elderly Single Females,1 Night Free Hotel with Flight
523301,Middle-Aged Family Females,1 Night Free Hotel with Flight
523335,Adult Single Females,Free Checked Bag
523338,Middle-Aged Family Females,Exclusive Discounts
523392,Middle-Aged Single Females,Exclusive Discounts
523395,Adult Single Females,1 Night Free Hotel with Flight
523442,Senior Family Females,Free Hotel Meal
523454,Elderly Single Females,Free Checked Bag
523465,Senior Single Females,No Cancellation Fee
523474,Middle-Aged Single Females,No Cancellation Fee
523484,Middle-Aged Single Females,1 Night Free Hotel with Flight
523503,Elderly Single Females,Free Checked Bag
523505,Senior Single Females,1 Night Free Hotel with Flight
523511,Middle-Aged Family Males,No Cancellation Fee
523513,Senior Family Females,Free Checked Bag
523517,Adult Single Females,Free Hotel Meal
523526,Adult Single Females,1 Night Free Hotel with Flight
523546,Elderly Family Males,No Cancellation Fee
523559,Senior Single Males,No Cancellation Fee
523612,Senior Family Females,1 Night Free Hotel with Flight
523619,Middle-Aged Family Females,Free Hotel Meal
523657,Middle-Aged Single Females,1 Night Free Hotel with Flight
523666,Senior Single Males,1 Night Free Hotel with Flight
523686,Middle-Aged Family Females,1 Night Free Hotel with Flight
523690,Middle-Aged Single Males,Exclusive Discounts
523700,Elderly Family Females,1 Night Free Hotel with Flight
523710,Middle-Aged Single Females,Free Checked Bag
523715,Middle-Aged Family Females,Free Checked Bag
523717,Middle-Aged Single Females,1 Night Free Hotel with Flight
523729,Elderly Single Females,Free Hotel Meal
523735,Senior Family Females,1 Night Free Hotel with Flight
523746,Young Adult Single Females,1 Night Free Hotel with Flight
523756,Adult Single Females,1 Night Free Hotel with Flight
523768,Elderly Single Females,Free Hotel Meal
523771,Middle-Aged Family Females,1 Night Free Hotel with Flight
523787,Middle-Aged Family Females,No Cancellation Fee
523800,Middle-Aged Single Females,1 Night Free Hotel with Flight
523807,Senior Family Females,1 Night Free Hotel with Flight
523819,Middle-Aged Single Females,1 Night Free Hotel with Flight
523824,Young Adult Single Females,Free Checked Bag
523841,Senior Single Females,No Cancellation Fee
523842,Middle-Aged Single Males,Exclusive Discounts
523845,Middle-Aged Family Females,1 Night Free Hotel with Flight
523846,Adult Family Males,1 Night Free Hotel with Flight
523860,Middle-Aged Family Females,1 Night Free Hotel with Flight
523866,Teenage Single Females,1 Night Free Hotel with Flight
523877,Senior Single Females,1 Night Free Hotel with Flight
523887,Young Adult Single Females,Free Hotel Meal
523913,Middle-Aged Family Males,1 Night Free Hotel with Flight
523938,Young Adult Single Females,1 Night Free Hotel with Flight
523981,Senior Single Females,No Cancellation Fee
524001,Senior Single Females,1 Night Free Hotel with Flight
524012,Middle-Aged Single Females,Free Hotel Meal
524031,Middle-Aged Single Females,Free Checked Bag
524036,Adult Single Females,1 Night Free Hotel with Flight
524038,Middle-Aged Single Females,No Cancellation Fee
524043,Elderly Single Females,Free Hotel Meal
524046,Elderly Single Females,1 Night Free Hotel with Flight
524052,Middle-Aged Single Females,1 Night Free Hotel with Flight
524057,Elderly Single Females,Free Hotel Meal
524076,Senior Single Females,Free Hotel Meal
524080,Middle-Aged Single Females,No Cancellation Fee
524098,Middle-Aged Single Females,No Cancellation Fee
524116,Senior Single Males,1 Night Free Hotel with Flight
524120,Middle-Aged Single Females,1 Night Free Hotel with Flight
524151,Young Adult Single Males,Free Checked Bag
524167,Middle-Aged Family Males,1 Night Free Hotel with Flight
524169,Middle-Aged Family Females,1 Night Free Hotel with Flight
524172,Young Adult Single Females,No Cancellation Fee
524180,Elderly Single Females,1 Night Free Hotel with Flight
524194,Adult Single Females,1 Night Free Hotel with Flight
524200,Senior Single Females,Exclusive Discounts
524211,Adult Single Females,No Cancellation Fee
524214,Adult Single Females,No Cancellation Fee
524226,Senior Family Females,Exclusive Discounts
524244,Middle-Aged Single Females,1 Night Free Hotel with Flight
524251,Senior Family Females,Free Hotel Meal
524278,Adult Family Males,Free Hotel Meal
524313,Senior Single Females,1 Night Free Hotel with Flight
524318,Young Adult Family Females,No Cancellation Fee
524328,Adult Family Females,1 Night Free Hotel with Flight
524358,Middle-Aged Family Females,1 Night Free Hotel with Flight
524365,Senior Single Females,1 Night Free Hotel with Flight
524383,Adult Single Females,No Cancellation Fee
524407,Senior Single Females,Free Checked Bag
524412,Senior Single Females,Free Hotel Meal
524419,Elderly Single Females,No Cancellation Fee
524448,Senior Family Females,Exclusive Discounts
524473,Senior Single Males,1 Night Free Hotel with Flight
524484,Young Adult Single Females,Free Checked Bag
524511,Senior Single Females,1 Night Free Hotel with Flight
524572,Middle-Aged Family Females,Free Hotel Meal
524606,Adult Single Females,No Cancellation Fee
524607,Middle-Aged Single Females,1 Night Free Hotel with Flight
524615,Senior Single Females,No Cancellation Fee
524620,Adult Single Females,No Cancellation Fee
524628,Senior Single Males,No Cancellation Fee
524637,Middle-Aged Single Females,Free Checked Bag
524644,Adult Single Females,1 Night Free Hotel with Flight
524650,Adult Single Females,No Cancellation Fee
524663,Middle-Aged Family Females,1 Night Free Hotel with Flight
524668,Senior Single Females,Free Hotel Meal
524682,Senior Single Females,1 Night Free Hotel with Flight
524722,Senior Family Males,Exclusive Discounts
524728,Senior Single Females,Free Checked Bag
524739,Elderly Single Females,Free Checked Bag
524766,Middle-Aged Family Males,1 Night Free Hotel with Flight
524797,Adult Family Females,No Cancellation Fee
524805,Middle-Aged Family Females,Free Hotel Meal
524807,Adult Family Females,1 Night Free Hotel with Flight
524821,Adult Family Females,1 Night Free Hotel with Flight
524834,Middle-Aged Family Females,No Cancellation Fee
524842,Adult Family Females,Free Hotel Meal
524849,Senior Family Females,1 Night Free Hotel with Flight
524861,Adult Single Females,Free Hotel Meal
524880,Middle-Aged Family Females,No Cancellation Fee
524885,Middle-Aged Single Females,No Cancellation Fee
524895,Middle-Aged Single Females,No Cancellation Fee
524909,Senior Single Males,No Cancellation Fee
524913,Young Adult Single Females,Free Hotel Meal
524923,Adult Single Females,No Cancellation Fee
524926,Middle-Aged Single Females,1 Night Free Hotel with Flight
524929,Middle-Aged Single Females,1 Night Free Hotel with Flight
524940,Adult Family Females,Free Hotel Meal
524980,Senior Single Females,Exclusive Discounts
525022,Senior Single Females,Exclusive Discounts
525034,Senior Single Females,Free Hotel Meal
525043,Middle-Aged Single Females,No Cancellation Fee
525053,Senior Single Females,1 Night Free Hotel with Flight
525056,Middle-Aged Single Females,1 Night Free Hotel with Flight
